source,target
@himeyuki231,@jokowi
@Cokrays,@temponewsroom
@SahLeoSin,@IdonNara
@SahLeoSin,@jokowi
@SahLeoSin,@ganjarpranowo
@trainwasher,@Thomass90392754
@trainwasher,@triwul82
@trainwasher,@jokowi
@bambang4883,@Tan_Mar3M
@himeyuki231,@EdwardSimb38933
@himeyuki231,@yunartowijaya
@himeyuki231,@jokowi
@DjumadiDeddy2,@DrEvaChaniago
@DjumadiDeddy2,@jokowi
@DjumadiDeddy2,@puanmaharani_ri
@shalihaamidzic,@AndiSinulingga
@helmihakam7,@ajengcute16__
@Hangudi_L,@yusuf_dumdum
@Hangudi_L,@jokowi
@HeryIdris5,@SalamSantun_
@HeryIdris5,@jokowi
@asli3rut_,@dr_koko28
@asli3rut_,@TunggalSRegar
@Agusmal11,@Miduk17
@merapi111,@Gus_Raharjo
@merapi111,@jokowi
@nadakukharisma,@Lembayung071
@nadakukharisma,@ganjarpranowo
@nadakukharisma,@jokowi
@Mahesa_Aditya_,@hendrikk168
@Mahesa_Aditya_,@liskenhsitorus
@Mahesa_Aditya_,@jokowi
@RachmatW_RW,@cititransindo
@RachmatW_RW,@Bluebirdgroup
@g4kta,@MARQUEZ__93
@wakekefriend,@wakekefriend
@wakekefriend,@DinaKusmayanti9
@mwleeers,@tanyakanrl
@adienris,@WagimanDeep212_
@adienris,@jokowi
@SOERIAAMIDJAYA,@katrinrienks
@SOERIAAMIDJAYA,@MurtadhaOne1
@Freedomland3l3l,@jokowi
@Freedomland3l3l,@aniesbaswedan
@rocky35842935,@yaniarsim
@rocky35842935,@PSSI
@joglonkrinew,@RuangLucuuu
@AnindiraGarini,@info_beragam
@doddyhadiwijaya,@Paltiwest
@doddyhadiwijaya,@yunartowijaya
@doddyhadiwijaya,@jokowi
@_KanjengRaden,@wongAyoe2021
@_KanjengRaden,@ganjar_pranowo
@RachmatW_RW,@jokowi
@RachmatW_RW,@KemenPU
@RachmatW_RW,@KAI121
@AikHoki,@AikHoki
@AikHoki,@jokowi
@manyakpait,@WagimanDeep212_
@manyakpait,@jokowi
@Da_john_,@Lembayung071
@Da_john_,@ganjarpranowo
@Da_john_,@jokowi
@HAITravel2,@KepaArgawinata2
@HAITravel2,@03__nakula
@Man143Ladies,@yaniarsim
@Man143Ladies,@PSSI
@OconnerNews,@jokowi
@ELEK_YOBEN35,@jokowi
@Anggita_lung,@AliBej0
@Eil_Thia,@seruanhl
@Eil_Thia,@ch_chotimah2
@bosedii,@harisN0
@bosedii,@KemenkeuRI
@RidwanBahar13,@mahdiequintana
@RidwanBahar13,@Dennysiregar7
@hendrikk168,@Mahesa_Aditya_
@hendrikk168,@liskenhsitorus
@hendrikk168,@jokowi
@Anggita_lung,@AliBej0
@mingskyyy_,@mingskyyy_
@AladinSeng,@democrazymedia
@AikHoki,@jokowi
@DongkiasaS,@HusinShihab
@Anggita_lung,@Hansunriko
@Anggita_lung,@AliBej0
@Anggita_lung,@jokowi
@man_in_black,@inilahdotcom
@man_in_black,@jokowi
@moch_sugiyono,@jokowi
@safira_floran,@CangCereme
@safira_floran,@khanda_ku
@safira_floran,@jokowi
@irwan121192,@irwan121192
@SoerAnt96247351,@DarsAlexandra1
@SoerAnt96247351,@ganjarpranowo
@Michaelnur6,@AnnaYellowHeart
@Michaelnur6,@mohmahfudmd
@jumenna_d,@Herisuc62947349
@jumenna_d,@jokowi
@ahlibanget,@TheEagle_BEN
@ahlibanget,@jokowi
@RaniaDanRayhan,@C012D0N_13LU3
@RaniaDanRayhan,@PartaiSocmed
@RaniaDanRayhan,@psi_id
@Aenuddin5,@Nicho_Silalahi
@Aenuddin5,@jokowi
@RagilSemar,@gilangnaveed
@RagilSemar,@jokowi
@JSedoe,@babahfafa99
@JSedoe,@Omri_bb
@wisnudinarko,@jokowi
@Ginakyo2,@tvOneNews
@joedwi89,@bossnya
@joedwi89,@Migran_TV_7777
@joedwi89,@jokowi
@DsSupriyady,@DsSupriyady
@DsSupriyady,@CNNIndonesia
@ErsatArema021,@DrEvaChaniago
@AndiChTh,@ekowboy2
@Honeyda14,@KOADFIS
@Honeyda14,@JazuliJuwaini
@jumenna_d,@jokowi
@herman_kan80050,@ruhutsitompul
@indoruschin,@KangManto123
@enkaeriharmat,@msaid_didu
@xagusalim68,@AgusSantaiAja
@xagusalim68,@teddy_syah328
@xagusalim68,@wantahgdn__
@PAWANVE71853034,@narendramodi
@PAWANVE71853034,@arjunrammeghwal
@PAWANVE71853034,@jokowi
@sugiant94359147,@jokowi
@Zero8ok,@Zero8ok
@Zero8ok,@Joker_Wedoks
@Ndons_Back,@Zero8ok
@Ndons_Back,@Chameleon_X1
@mastoniboster,@tribunnews
@BB61l66380,@Erlanggadian2
@BB61l66380,@jokowi
@hero_n_bhank,@jokowi
@gigglymug,@Uaori
@Aryprasetyo85,@jokowi
@Aryprasetyo85,@erickthohir
@Zero8ok,@Joker_Wedoks
@Zero8ok,@BANGSAygSUJUD
@rakyatcerdas24,@jokowi
@FSulliven,@filsambat
@FSulliven,@ngabbros
@DarmawanZuhri,@Migran_TV_7777
@hari62582721470,@BosPurwa
@SolitaireMawar,@jokowi
@Dodo44427031,@jokowi
@Dodo44427031,@mohmahfudmd
@Dodo44427031,@ListyoSigitP
@ivan999vcd_ivan,@MARQUEZ__93
@darenboys23,@mamakchayank
@darenboys23,@jokowi
@djoniecash2,@CNNIndonesia
@SartinoW,@vanc1Bozz
@SartinoW,@jokowi
@TuamaLeleko,@Kanjeng2022
@Domikucan,@erickthohir
@fathanhm2,@faauuzzaannn
@FSulliven,@filsambat
@FSulliven,@DanilKaryanto
@sugiant94359147,@jokowi
@ikutarigan,@Herisuc62947349
@ikutarigan,@jokowi
@sugiant94359147,@jokowi
@IndoAbah,@jokowi
@canthingku,@jokowi
@denbagusarjuna2,@jokowi
@AyatulH86561504,@jokowi
@sangroby,@yudiwijayaa
@sangroby,@jokowi
@AlexanderK16971,@_palungmariana
@yudiwijayaa,@CNNIndonesia
@Temansejat,@LuckyLudjaina
@Temansejat,@jokowi
@Alex36695252,@msaid_didu
@BBurborn,@NephilaXmus
@BBurborn,@jokowi
@BBurborn,@ListyoSigitP
@Hendrik_Andiko,@rizal_1966
@Hendrik_Andiko,@tempodotco
@Joker_Wedoks,@BANGSAygSUJUD
@Joker_Wedoks,@hikmatsholeh
@moge08,@Migran_TV_7777
@moge08,@jokowi
@Abrialarip,@TheEagle_BEN
@Abrialarip,@jokowi
@Zero8ok,@JokGakLow
@Zero8ok,@BANGSAygSUJUD
@rakyatcerdas24,@AlissaWahid
@rakyatcerdas24,@mohmahfudmd
@Muflihu82916962,@AirinDatangLagi
@Muflihu82916962,@Danimas19
@wahid_radandy,@EDjunar
@wahid_radandy,@faauuzzaannn
@hari62582721470,@DE_Sapta5
@hari62582721470,@satriayagami
@hari62582721470,@jokowi
@SiswantDanu,@KemenBUMN
@SiswantDanu,@erickthohir
@Prapto3x,@jansen_jsp
@Dodo44427031,@wishnutama
@Dodo44427031,@jokowi
@NastainOke70617,@DRadjikin
@NastainOke70617,@S4N_W1B1
@arminsunardi,@jokowi
@arminsunardi,@PDI_Perjuangan
@CBudaya,@Migran_TV_7777
@CBudaya,@jokowi
@UtomoPrasojo,@Migran_TV_7777
@UtomoPrasojo,@jokowi
@mbalei23,@KomorebiIn87286
@mbalei23,@jokowi
@HarisCountrys,@GunterFehlinger
@HarisCountrys,@OECD
@HarisCountrys,@jokowi
@Megatop99,@jokowi
@Megatop99,@mohmahfudmd
@Megatop99,@setkabgoid
@Megatop99,@KemensetnegRI
@Megatop99,@erickthohir
@Megatop99,@__AnakKolong
@Megatop99,@Syarman59
@961Sehan,@CecepLagi
@961Sehan,@CNNIndonesia
@961Sehan,@jokowi
@AbasBalapradana,@jimmyherdyansy2
@AbasBalapradana,@jokowi
@GreatAdjie,@MariaAlcaff
@r1kicakep,@jokowi
@R_Besar45,@jokowi
@AkiSuminta,@jokowi
@mbalei23,@mkurnia1
@mbalei23,@jokowi
@RichardWPS,@jokowi
@RichardWPS,@ASEAN
@RichardWPS,@Kemlu_RI
@RichardWPS,@Menlu_RI
@RichardWPS,@KemenBUMN
@RichardWPS,@erickthohir
@RichardWPS,@KSPgoid
@RichardWPS,@Dr_Moeldoko
@RichardWPS,@PP__STN
@RichardWPS,@suluhrifai
@RichardWPS,@YLBHI
@RichardWPS,@bp_batam
@RichardWPS,@PSHKIndonesia
@iKhalis,@Didikjzie
@iKhalis,@SolidRempang
@Jayabay19479190,@jokowi
@Jayabay19479190,@ganjarpranowo
@Ki_sanack,@msaid_didu
@NuryadiWijaya9,@jokowi
@Yudi_Manu,@jokowi
@FSulliven,@DanilKaryanto
@FSulliven,@UttaSutarta
@FSulliven,@CNNIndonesia
@Harokokretek,@Paramitha234
@Harokokretek,@jokowi
@arifin34533,@jokowi
@papa_sheva,@Akhmad67523072
@Zero8ok,@Chameleon_X1
@Zero8ok,@PaPa_Bowo2024
@satrio088212924,@Safato_SFR
@satrio088212924,@jokowi
@asa965917990687,@jokowi
@ends7777777,@jokowi
@trievanchange,@trievanchange
@trievanchange,@CNNIndonesia
@PilipiUser,@msaid_didu
@Adiadoynfc,@wishnutama
@Adiadoynfc,@jokowi
@rezaimamri,@fafa8fauziah
@rezaimamri,@kafiradikalis
@rezaimamri,@jokowi
@gunaditaufiq33,@AirinDatangLagi
@gunaditaufiq33,@ganjarpranowo
@gunaditaufiq33,@jokowi
@mbalei23,@fullsun37_05
@mbalei23,@khanda_ku
@mbalei23,@jokowi
@podo_radong1,@Migran_TV_7777
@podo_radong1,@jokowi
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@MgmPtmgm,@Humairah_922
@MgmPtmgm,@jokowi
@Chameleon_X1,@PaPa_Bowo2024
@Chameleon_X1,@BANGSAygSUJUD
@Balistta,@jokowi
@trievanchange,@trievanchange
@trievanchange,@CNNIndonesia
@jimmyherdyansy2,@AbasBalapradana
@jimmyherdyansy2,@jokowi
@Yedi_ExTKI,@msaid_didu
@modern_gipsy,@jokowi
@mbalei23,@adhe_cj
@mbalei23,@jokowi
@sym,@NephilaXmus
@sym,@jokowi
@sym,@ListyoSigitP
@bangOne04915725,@Leonita_Lestari
@azmi284,@faizuan_Ag
@azmi284,@RashidYusoff11
@mbalei23,@Erlanggadian2
@mbalei23,@jokowi
@Kanjeng2022,@NilaWati375469
@Lcky58622615,@jokowi
@laydrexx,@persib
@Physique_Aust,@AlboMP
@Physique_Aust,@jokowi
@Judakusumah1,@jokowi
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@HusenForce,@GuciMarbawi
@HusenForce,@jokowi
@ends7777777,@jokowi
@TuamaLeleko,@adearmando61
Aguss@penawar luka hati,@teguh_b490nk
@fransiskusjurin,@StefanAntonio__
@fransiskusjurin,@N0ngBau_ingus
@azhar_can,@AirinDatangLagi
@azhar_can,@ganjarpranowo
@azhar_can,@jokowi
@LegiminYahya,@jokowi
@LegiminYahya,@jansen_jsp
@LegiminYahya,@PDemokrat
@LegiminYahya,@PKSejahtera
@LegiminYahya,@NasDem
@LegiminYahya,@DivHumas_Polri
@LegiminYahya,@DPP_PKB
@LegiminYahya,@PartaiGolkar
@LegiminYahya,@PDI_Perjuangan
@LegiminYahya,@kemkominfo
@LegiminYahya,@aniesbaswedan
@LegiminYahya,@kompascom
@LegiminYahya,@CNNIndonesia
@LegiminYahya,@MetroTVNewsRoom
@LegiminYahya,@tvOneNews
@jimmyherdyansy2,@CNNIndonesia
@AzamFiqri1,@EviDrajat
@AzamFiqri1,@Ndaxwz
@AzamFiqri1,@Dennysiregar7
@Riez_1,@RagilSemar
@AntoDetikCom,@RamliRizal
@Hendrik_Andiko,@jokowi
@ade_yuliandy,@emerson_yuntho
@ade_yuliandy,@aniesbaswedan
@awaludin136486,@ZulaikaSugiarto
@awaludin136486,@jokowi
@suluh_dinyana,@Hasbil_Lbs
@NcangBeni,@jokowi
@yakubstrsn,@jokowi
@farid_bawazir,@dompu_tea
@farid_bawazir,@jokowi
@Rizieq_Sangean,@LuckyLudjaina
@Rizieq_Sangean,@jokowi
@DsSupriyady,@DsSupriyady
@suluh_dinyana,@jansen_jsp
@suluh_dinyana,@aniesbaswedan
@yudistirafind,@MardaniAliSera
@yudistirafind,@jokowi
@1467Rich,@RamadhanZali
@1467Rich,@tvOneNews
@1467Rich,@jokowi
@mangojol2023,@pwidakuswara
@mangojol2023,@VP
@yakubstrsn,@jokowi
@Dank89375697,@tempodotco
@hosin_engi,@7cb7751dfec5439
@hosin_engi,@qalsrama
B@pu,@marsudi_rebond
B@pu,@CNNIndonesia
@ErikS_2601,@DE_Sapta5
@ErikS_2601,@jokowi
@BanjayBiswas6,@jokowi
@AwiwowoTwit,@GunterFehlinger
@AwiwowoTwit,@OECD
@AwiwowoTwit,@jokowi
@theycallmee_G,@xwitchat
@theycallmee_G,@kegblgnunfaedh
@theycallmee_G,@yourbae
@ImamNganuu,@iromismet
@ImamNganuu,@jokowi
@brochandra,@MinmonPS7
@DE_Sapta5,@jokowi
@DSarastami96477,@FSulliven
@DSarastami96477,@CNNIndonesia
@DsSupriyady,@DsSupriyady
@SabiCool4,@jokowi
@Thetruthlink01,@geloraco
@dabigujosman1,@jokowi
@BahabolDanny,@NarasiNewsroom
@trievanchange,@trievanchange
@trievanchange,@CNNIndonesia
@dhemit_is_back,@Pemuja_Cinta01
@dhemit_is_back,@prabowo
@rif_ahmadYM,@jokowi
@lah_bocil84923,@lhayesno
@AnnaYellowHeart,@jokowi
@jhony_yap,@KemenBUMN
@jhony_yap,@erickthohir
@jhony_yap,@jokowi
@RandiAg61408925,@BarBaro5_
@RandiAg61408925,@HarryMagurame
@yakubstrsn,@jokowi
@gabusrangers,@AsbabulKop51425
@gabusrangers,@Quvvatt
@gabusrangers,@chicohakim
@Honeyda14,@KOADFIS
@Honeyda14,@JazuliJuwaini
@8UkXK3beBNDzo4v,@jokowi
@caruban_sultan,@Migran_TV_7777
@caruban_sultan,@jokowi
@BGSTRYP,@hasyimmah
@takkijangra,@narendramodi
@takkijangra,@jokowi
@8UkXK3beBNDzo4v,@jokowi
@Pascali89370598,@WagimanDeep212_
@Michaelnur6,@jimmyherdyansy2
@Michaelnur6,@kosongwolu08
@AryaPratam8468,@msaid_didu
@KCethe,@Kita_AMLTF
@YudhiHandoko15,@ch_chotimah2
@YudhiHandoko15,@jokowi
@YudhiHandoko15,@prabowo
@IMachjar,@adhe_cj
@IMachjar,@jokowi
@agushaes01,@Migran_TV_7777
@agushaes01,@jokowi
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@GaskinsKavit,@jokowi
@RMoceh,@Nicho_Silalahi
@RMoceh,@jokowi
@Nur06168340,@akbarfaizal68
@Nur06168340,@nagara_inst
@staysaferek,@eddy_widodo_165
@staysaferek,@ganjarpranowo
@SlametWeryo,@Migran_TV_7777
@SlametWeryo,@jokowi
@Candj09,@arthur_afleck
@Candj09,@Pai_C1
@rafa_pradhi,@jokowi
@AjatSdet,@sushidianaa
@NewsFlash09,@CNNIndonesia
@5lamate,@jokowi
@IMachjar,@jokowi
@Janrizky3,@jokowi
@gprtv,@gprtv
@_palungmariana,@_palungmariana
@kucingguIing,@ssefnum
@_palungmariana,@_palungmariana
@AnnaYellowHeart,@jokowi
@CagoerDeni,@jokowi
@CagoerDeni,@perhubungankabcirebon
@CagoerDeni,@bupatikabupatencirebon
@CagoerDeni,@infoDISHUB
@NewsFlash09,@jokowi
@Kemenparekraf,@sandiuno
@Kemenparekraf,@jokowi
@ymoriska,@SolidRempang
@ymoriska,@baca_insight
@yudi_arif97466,@jokowi
@HamdanZraygat,@__LOVE_AG4EVER
@HamdanZraygat,@jokowi
@muhyidin73,@jokowi
@hoohten69700834,@ListyoSigitP
@hoohten69700834,@jokowi
@hoohten69700834,@mohmahfudmd
@muhyidin73,@jokowi
@RitasariiSari,@azkaayulutfiah
@RitasariiSari,@puanmaharani_ri
@NewsFlash09,@SolidRempang
@Catatan_ali7,@ganjarpranowo
@RitasariiSari,@puanmaharani_ri
@RitasariiSari,@anwaribrahim
@amirsyamsudin,@ch_chotimah2
@amirsyamsudin,@jokowi
@amirsyamsudin,@prabowo
@Tepo_Saliro,@ch_chotimah2
@Tepo_Saliro,@jokowi
@Tepo_Saliro,@prabowo
@suwardi_mth,@faauuzzaannn
@suwardi_mth,@LubisAsmaruddin
@NilaWati375469,@yantanu2_08
@NilaWati375469,@jokowi
@NilaWati375469,@BEMUI_Official
@akhmadmuhyidin2,@KangManto123
@akhmadmuhyidin2,@ZUL_Hasan
@akhmadmuhyidin2,@jokowi
@RitasariiSari,@PertamaPpratama
@RitasariiSari,@puanmaharani_ri
@RitasariiSari,@puanmaharani_ri
@RitasariiSari,@jokowi
@RitasariiSari,@ASEAN
@azisazizi07,@danielgintingm
@azisazizi07,@jokowi
@AdnanAgam1,@ayukhanny
@AdnanAgam1,@puanmaharani_ri
alfatih@,@islah_bahrawi
alfatih@,@Paltiwest
@awak_aw,@jokowi
@RooneySianny,@MintPressNews
@RooneySianny,@KitKlarenberg
@AdnanAgam1,@puanmaharani_ri
@AdnanAgam1,@anwaribrahim
@taofan_pratama,@msaid_didu
@jimmyherdyansy2,@kosongwolu08
@jimmyherdyansy2,@bengkeldodo
@yahoo_oiiii,@CNNIndonesia
@Abrialarip,@DE_Sapta5
@Abrialarip,@jokowi
@iromismet,@1rf4nBayua
@iromismet,@jokowi
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@papijames1964,@Paramitha234
@papijames1964,@jokowi
@trievanchange,@CNNIndonesia
@Yedi_ExTKI,@CNNIndonesia
@Rabb_lover,@Migran_TV_7777
@Rabb_lover,@jokowi
@Dedy44169434,@MarahIchsan
@dhanidevils,@jokowi
@AnnaYellowHeart,@mohmahfudmd
@AnnaYellowHeart,@jokowi
@AnnaYellowHeart,@ListyoSigitP
@babangtheophile,@babangtheophile
@babangtheophile,@RooneySianny
@Galizio_,@Galizio_
@Galizio_,@Galizio_
@azhar_can,@AirinDatangLagi
@azhar_can,@ganjarpranowo
@azhar_can,@jokowi
@FSulliven,@CNNIndonesia
@sandara_me86303,@sandara_me86303
@firman2942,@Migran_TV_7777
@firman2942,@jokowi
@JayaDin67871734,@jokowi
@Anooonyme2,@Anooonyme2
@Anooonyme2,@kompascom
@areksbye,@LuckyLudjaina
@areksbye,@jokowi
@afandi_lena,@jokowi
@GoblegAsal,@BosPurwa
@areksbye,@jokowi
@Martogog23,@cholilnafis
@JovoMarkovic2,@GunterFehlinger
@JovoMarkovic2,@OECD
@JovoMarkovic2,@jokowi
@Anooonyme2,@kompascom
@Bukhori72711553,@NadyaAmanda33
@hadesiamah,@Migran_TV_7777
@hadesiamah,@jokowi
@AnnaYellowHeart,@jokowi
@AnnaYellowHeart,@ListyoSigitP
@AnnaYellowHeart,@mohmahfudmd
@RizkiR4madani,@jokowi
@jerry_fibri,@NarasiNewsroom
@Anasismail_Real,@Migran_TV_7777
@Anasismail_Real,@jokowi
@bekokjin,@CNNIndonesia
@_sendirian__,@Blandong_99
@_sendirian__,@ItsMe_RBH
@iromismet,@Safato_SFR
@iromismet,@jokowi
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@mahdiequintana,@Jayabay19479190
@blackshark_7890,@jokowi
@iromismet,@ImamNganuu
@iromismet,@jokowi
@sugengryadi,@AlissaWahid
@Abrialarip,@vanc1Bozz
@Abrialarip,@jokowi
@PertamaPpratama,@AurelTritania
@PertamaPpratama,@puanmaharani_ri
@mujtahidsafa,@Heraloebss
@Cikr4k72,@vanc1Bozz
@Cikr4k72,@jokowi
@AleGiggle,@AleGiggle
@AleGiggle,@rivaldi04812418
@AleGiggle,@GunRomli
@An4Julie,@yantanu2_08
@An4Julie,@jokowi
@iromismet,@Herisuc62947349
@iromismet,@jokowi
@Zero8ok,@bengkeldodo
@Zero8ok,@PaPa_Bowo2024
@PertamaPpratama,@puanmaharani_ri
@PertamaPpratama,@anwaribrahim
@g4kta,@pengarang_sajak
@ASasmitho,@Sigmahalim
@ASasmitho,@chicohakim
@RooneySianny,@tilehopper
@RooneySianny,@AlanRMacLeod
@RooneySianny,@MnarMuh
@AnnaYellowHeart,@Michaelnur6
@AnnaYellowHeart,@AbasBalapradana
@AnnaYellowHeart,@jokowi
@miskiy28,@jokowi
@vodana1,@GunterFehlinger
@vodana1,@OECD
@vodana1,@jokowi
@iromismet,@SSudiharjo
@iromismet,@jokowi
@MS4bun,@jokowi
@MuhamadJohan_31,@dapitnih
@vodana1,@GunterFehlinger
@vodana1,@OECD
@vodana1,@jokowi
@Antonisavu,@jokowi
@AnnaYellowHeart,@AbasBalapradana
@AnnaYellowHeart,@jokowi
@Michaelnur6,@AbasBalapradana
@Michaelnur6,@AnnaYellowHeart
@Michaelnur6,@jokowi
@Isyardi141360,@Paramitha234
@Isyardi141360,@jokowi
@Isyardi141360,@realAmienRais
@PertamaPpratama,@puanmaharani_ri
@PertamaPpratama,@jokowi
@PertamaPpratama,@ASEAN
@yudiwijayaa,@tvOneNews
@Nutmegjazz,@ch_chotimah2
@Nutmegjazz,@jokowi
@Nutmegjazz,@prabowo
@HeruPraset77452,@detikcom
@KynanPutri4,@PuspitaPusspita
@KynanPutri4,@puanmaharani_ri
@oreh_1945,@NephilaXmus
@oreh_1945,@jokowi
@oreh_1945,@ListyoSigitP
@tilehopper,@tilehopper
@iromismet,@LuckyLudjaina
@iromismet,@jokowi
@_KanjengRaden,@gibran_tweet
@LuckyLudjaina,@jokowi
@Martogog23,@jokowi
@Martogog23,@gibran_tweet
@Rashifridho1,@Buyut75794991
@Rashifridho1,@Bimalaya63
@Rashifridho1,@musniumar
@yudha4efah,@AgustiniRahay12
@yudha4efah,@Tita83079013
@yudha4efah,@jokowi
@hasyimmah,@BGSTRYP
@KynanPutri4,@PuspitaPusspita
@KynanPutri4,@puanmaharani_ri
@Pepatah_dr_Chin,@Pepatah_dr_Chin
@Pepatah_dr_Chin,@jokowi
@AbasBalapradana,@AnnaYellowHeart
@AbasBalapradana,@jokowi
@KynanPutri4,@puanmaharani_ri
@KynanPutri4,@jokowi
@KynanPutri4,@ASEAN
@GoblegAsal,@jokowi
@bintangz187005,@SammiSoh
@bintangz187005,@jokowi
@AchmadR83674475,@ListyoSigitP
@AchmadR83674475,@mohmahfudmd
@AchmadR83674475,@jokowi
@AjatSdet,@dhemit_is_back
@luluksaru251,@firmaansyah_ari
@luluksaru251,@puanmaharani_ri
@luluksaru251,@artisindo8
@luluksaru251,@puanmaharani_ri
@RooneySianny,@babangtheophile
@RooneySianny,@TomyH15
@12Sudahono23068,@CNNIndonesia
@luluksaru251,@puanmaharani_ri
@luluksaru251,@jokowi
@luluksaru251,@ASEAN
@AleGiggle,@AleGiggle
@AleGiggle,@rivaldi04812418
@AleGiggle,@GunRomli
@Saputra3Tugi,@jokowi
@Isyardi141360,@kompascom
@Syeikh_777,@Putri96960977
@Syeikh_777,@MinmonPS7
@NanangsbB,@jokowi
@ClanaCingkrang,@TheEagle_BEN
@ClanaCingkrang,@jokowi
@halo16447,@jokowi
@masjumat,@kopi_kretek
@masjumat,@RudiSoekoco
@masjumat,@Hilmi28
@Arman_topbgt,@Anaksemut4
@Arman_topbgt,@Danu_d4nu
@ZaflaabaeRV,@firman__nurhuda
@ManandiRonaldo,@AryBandung
@parwatyRizky,@AstutikBertha
@parwatyRizky,@siticeriaselalu
@jhonkano2,@jokowi
@anton_winnie,@jokowi
@Pepatah_dr_Chin,@jokowi
@Aura68594424,@jokowi
@SuketTe01116641,@NarasiNewsroom
@ayucahayu,@Gus_Raharjo
@An4Julie,@yantanu2_08
@An4Julie,@jokowi
@An4Julie,@BEMUI_Official
@biiinsenator,@RomeoWalker19
@gunaditaufiq33,@AirinDatangLagi
@gunaditaufiq33,@ganjarpranowo
@gunaditaufiq33,@jokowi
@Ariosusilo7,@puanmaharani_ri
@Ariosusilo7,@anwaribrahim
@machrilmachril1,@jokowi
@m4rxk2,@pwidakuswara
@m4rxk2,@VP
@paokamM,@hpilhing
@paokamM,@BlissAmbassador
@frendelyn,@jokowi
@frendelyn,@mohmahfudmd
@frendelyn,@ListyoSigitP
@Ariosusilo7,@PuspitaPusspita
@Ariosusilo7,@puanmaharani_ri
@viroezkoe,@hasyimmah
@Ariosusilo7,@azkaayulutfiah
@Ariosusilo7,@puanmaharani_ri
@dhimasairlangg1,@hc_poirot
@Rriskand,@kafiradikalis
@Rriskand,@jokowi
@raketwilson,@Migran_TV_7777
@raketwilson,@jokowi
@Ariosusilo7,@puanmaharani_ri
@Ariosusilo7,@jokowi
@Ariosusilo7,@ASEAN
@AchmadAnnama,@Syaifud30457221
@FananyAnny,@jokowi
@irfanwahidi60,@jokowi
@alfatihputra7,@jokowi
@djoniecash2,@aniesbaswedan
@hm_dermawanzain,@i
@hm_dermawanzain,@listyosigitprambowo
@hm_dermawanzain,@jokowi
@Areredsg1,@asis_lillo
@Areredsg1,@Rh_Kurniawan
@N0ngBau_ingus,@StefanAntonio__
@N0ngBau_ingus,@AstutikBertha
@JonoGur,@RomeoWalker19
@dinaituakulo,@jokowi
@ZahidFaoziah,@ArmaZulfikar
@ZahidFaoziah,@DrEvaChaniago
@Anooonyme2,@PBHI_Nasional
@conan_idn,@WedyaSutan
@conan_idn,@jansen_jsp
@machrilmachril1,@BosPurwa
@Ganjar_Andika_8,@Ganjar_Andika08
@Ganjar_Andika_8,@PDemokrat
@meycity87583,@jokowi
@anislin,@adearmando61
@Safato_SFR,@jokowi
@ZakyFuad20,@Ganjar_Andika08
@ZakyFuad20,@PDemokrat
@Anasismail_Real,@hc_poirot
@ombotobo,@DE_Sapta5
@ombotobo,@jokowi
@Fahmi_RW,@IMe_Sarah
@Fahmi_RW,@kemenkomarves
@kimi198021,@jokowi
@nuhe_gaming,@PartaiSocmed
@anton_winnie,@jokowi
@trievanchange,@trievanchange
@trievanchange,@tempodotco
@CagoerDeni,@jokowi
@Bharata_ja,@MinmonPS7
@GardosJos23030,@Migran_TV_7777
@GardosJos23030,@jokowi
@BaimBbi,@itsme__Razin
@Anasismail_Real,@jokowi
@MustofaIbnu1,@jokowi
@mamuiz,@Jokowi
@mamuiz,@Kiyai_MarufAmin
@mamuiz,@mohmahfudmd
@Anasismail_Real,@jokowi
@hellojbd,@JustinTrudeau
@hellojbd,@jokowi
@hellojbd,@CanBball
@semangalitow,@ch_chotimah2
@semangalitow,@jokowi
@semangalitow,@prabowo
@SyaifulSyuhada,@Migran_TV_7777
@SyaifulSyuhada,@jokowi
@Yoedhistira_PS,@ipeh_tetapnganu
@Yoedhistira_PS,@DPR_RI
@PaPa_Bowo2024,@bengkeldodo
@PaPa_Bowo2024,@Chameleon_X1
@pohong_kejuu,@jokowi
@mamuiz,@jokowi
@mamuiz,@Kiyai_MarufAmin
@mamuiz,@ListyoSigitP
@mamuiz,@mohmahfudmd
@ZahidFaoziah,@kafiradikalis
@ZahidFaoziah,@jokowi
@mirsyada98,@mirsyada98
@mirsyada98,@Trystanto2
@sabronaiditnusa,@susipudjiastuti
@bengkeldodo,@PaPa_Bowo2024
@bengkeldodo,@Chameleon_X1
@mamakchayank,@jokowi
@newIding30,@hanwidar
@newIding30,@UMKMTalaga
@AnnaYellowHeart,@AbasBalapradana
@AnnaYellowHeart,@jokowi
@BaimBbi,@Nicho_Silalahi
@BaimBbi,@jokowi
@julianike31,@wishnutama
@julianike31,@jokowi
@faisyal_somarta,@SolidRempang
@faisyal_somarta,@YLBHI
@AdiAdimsamin,@jokowi
@sigit_taph,@jokowi
