username,handle,postDate,responding,retweets,likes
PDIP dikhianati JKW,@PuanMaharAnu,2023-09-09T14:16:58.000Z,"Replying to 
@tempodotco",,
usosuki,@usosuk1,2023-09-09T14:16:12.000Z,"Replying to 
@tempodotco",,
Alwayswannafly,@rezzapahlevic,2023-09-09T14:15:31.000Z,"Replying to 
@unmagnetism",,
Deddyash,@Deddyash1,2023-09-09T14:15:23.000Z,"Replying to 
@GeiszChalifah",,
the vassal state,@facialwash11,2023-09-09T14:15:04.000Z,New chapter of politik identitas ,,
Denden Ahmad Suhendar,@Uwa_Dena,2023-09-09T14:14:59.000Z,"Replying to 
@geloraco",,
Pai Jo,@Faiz85142138,2023-09-09T14:14:43.000Z,"Replying to 
@seruanhl
 @ch_chotimah2
 and 9 others",,
Adi Nugroho,@ad1n4gr0h0,2023-09-09T14:14:04.000Z,"Replying to 
@kompascom",,
DADAN MORA,@dadan_mora,2023-09-09T14:14:04.000Z,"Replying to 
@Catatan_ali7
 and 
@ganjarpranowo",,
loli22,@loli220272,2023-09-09T14:12:42.000Z,"Replying to 
@Stev3n_Peg3l
 and 
@geloraco",,
ancha_batubara,@MC_FatH,2023-09-09T14:12:40.000Z,"Replying to 
@Miduk17",,
Annisa Retno,@AnnisaRetno15,2023-09-09T14:11:45.000Z,"Replying to 
@zevarew
 and 
@datuakrajoangek",,
moch_fahrizal,@mochfahrizal9,2023-09-09T14:11:35.000Z,"Replying to 
@Safa_Andriana",,
Jaka,@JakaTidaKembung,2023-09-09T14:11:17.000Z,"Replying to 
@PartaiSocmed",,7.0
arjakmania,@arjainal21,2023-09-09T14:11:08.000Z,"Replying to 
@kumparan",,
efrich,@efrich05,2023-09-09T14:10:48.000Z,"kalo giliran anis politik identitas kalo ganjar spiritual, memang...pembohong itu tak pantas mimpin negara ini",,
Fazsir,@Fazsir1,2023-09-09T14:10:38.000Z,"Replying to 
@DoankWarto",,
bluemood,@Merimerssssssss,2023-09-09T14:10:30.000Z,"Replying to 
@Dennysiregar7",,
Moh Latif Muflikhan,@MohMuflikhan,2023-09-09T14:09:37.000Z,#politikIdentitas,,
Panggil aja || Mas Steff,@StefanAntonio__,2023-09-09T14:09:30.000Z,".
.
Kok aneh ya ..
Ada yang kepanasan liat Orang lagi Ibadah ??!!
Yang kepanasan itu sejenis Setan apa gimana ??!

Orangnya lagi menjalankan Ibadah ..
Ga lagi Koar Koar Kampanye Politik di Rumah Ibadah

Tapi kok malah di nyinyiri ??! dikatain Politik Identitas ..
Lah Politisasi… Show more",16.0,94.0
DADAN MORA,@dadan_mora,2023-09-09T14:09:21.000Z,"Haiii mentri radikul, tuh pujaan pake politik identitas lewat Adzan,",,
PDIP dikhianati JKW,@PuanMaharAnu,2023-09-09T14:09:15.000Z,"Replying to 
@CNNIndonesia",,3.0
irwanda,@irwanda84757983,2023-09-09T14:09:12.000Z,"Replying to 
@GunRomli",,1.0
The.GJ,@thegeje,2023-09-09T14:09:05.000Z,"Replying to 
@VIVAcoid",,
Katemiddletonlovers,@Katemiddletonl3,2023-09-09T14:08:31.000Z,Politik identitas #ganjarpranowo #jokowi #indonesia #rempang #jokowi #ganjarpranowo #indonesia #bts #Morocco #Jawan #earthquake #prabowo #aniesbaswedan #amin,,
Muhammad Iqbal™,@Iqbal_BTG,2023-09-09T14:07:02.000Z,"Replying to 
@detikcom",,
Ebra Dewi,@DewiEbra300,2023-09-09T14:06:44.000Z,"sudahlah pak anies,
udah syukur dapet julukan bapak politik identitas harusnya bangga 

RCTI Chinese Taipei Marselino Hasto Vina Rafael Struick Maroko Ivar Jenner Malam Minggu Sananta Arhan Bharat",,1.0
Pakde Tek,@PakdeTik,2023-09-09T14:06:14.000Z,"Replying to 
@Anak__Ogi
 and 
@Lembayung071",,
Aqiaqi_heboh,@AqiaqiH,2023-09-09T14:05:29.000Z,"Mohon jangan salah paham, yang ini tidak termasuk politik identitas.",6.0,8.0
,@farahinsoli72,2023-09-09T14:04:56.000Z,"Replying to 
@DoankWarto",,
E. Gonzales,@Eka_Alfajri,2023-09-09T14:04:36.000Z,"Replying to 
@bawaslu_RI",,
Maluku Toleransi Beragama,@Malukutoleransi,2023-09-09T14:04:35.000Z,"Apakah memilih berdasafkan Identitas itu tidak boleh? Boleh 
@mohmahfudmd
 #politikidentitas #زلزال_المغرب",,
Bung Onge,@Bungongez,2023-09-09T14:04:27.000Z,Yg anti Toa azan...skr JD model azan .... yg LG sibuk jualan identitas & mendadak paling Islam... politik tuh yg jujur khn Hobby BF,,
Adi Nugroho,@ad1n4gr0h0,2023-09-09T14:04:22.000Z,"Replying to 
@detikcom",,
shalihin hin,@shalihinh75,2023-09-09T14:03:58.000Z,"Replying to 
@hc_poirot",,2.0
Spark Golput,@Spark_Marconi,2023-09-09T14:03:25.000Z,Jika yt tampil di tayangan adzan bukan politik identitas berarti fix yg dimaksud politik identitas itu adalah politikus yg kemana² bawa kartu identitas.,,
Haftar,@Haftar68632787,2023-09-09T14:03:03.000Z,"Kalo untuk kandidatnya itu bukan politik ide titas namanya. Tapi kalo kena giliran orang lain, 
 Ia teriak kencang bhw kandidat tsb telah mempergunakan politik identitas...


Ganjar Pranowo Muncul di Tayangan Azan Stasiun TV, Ini Kata PDIP",,
r,@rudolf122344566,2023-09-09T14:02:39.000Z,"Replying to 
@Wienarko31
 @Umar_Hasibuan__
 and 
@aniesbaswedan",,
Damailah Indonesiaku,@NastainOke70617,2023-09-09T14:02:13.000Z,"Replying to 
@Budygh82
 and 
@Malika6027",,
Krismon Adji Pamungkas,@KrismonAdji,2023-09-09T14:01:51.000Z,"Replying to 
@pieteriskandar0
 and 
@GeiszChalifah",,1.0
bintang fajar,@bintangfajar33,2023-09-09T14:01:42.000Z,"Replying to 
@vanc1Bozz
 and 
@ganjarpranowo",,
Satriolola,@satriolola1,2023-09-09T14:01:21.000Z,"Replying to 
@DoankWarto",,
jeje armstrong,@armstrong_jeje,2023-09-09T14:01:15.000Z,"Replying to 
@Lembayung071
 and 
@adearmando61",,2.0
Genghis Khan,@kumur69,2023-09-09T14:00:56.000Z,"Replying to 
@PresidenKopi",,
Hariyadi,@Hariyad87044839,2023-09-09T13:59:52.000Z,"Replying to 
@putrisakera",,
irwanto wan,@Irwnnu,2023-09-09T13:59:39.000Z,"Replying to 
@tempodotco",,
Bo'de,@DahatKabuan,2023-09-09T13:59:34.000Z,"Replying to 
@tempodotco",,
Markesot,@SaifuddinSay,2023-09-09T13:59:02.000Z,"Replying to 
@Dennysiregar7
 and 
@KPK_RI",,
asalkomentar69,@asalkomentar69,2023-09-09T13:58:39.000Z,"Replying to 
@GOYsMOM17
 @rzd_ky
 and 
@Dennysiregar7",,
Pingin Baik,@CakNur971,2023-09-09T13:58:35.000Z,"Replying to 
@Duren___
 @ganjarpranowo
 and 
@adearmando61",,
merry,@merry_gemoy,2023-09-09T13:58:35.000Z,"Apa yang tergambar di video itu bukan merupakan politik identitas. Justru ganjar pranowo mengajak masyarakat untuk taat beribadah. 
#GanjarCapres",,1.0
Idham Sunyoto,@IdhamSunyoto,2023-09-09T13:53:43.000Z,"Replying to 
@Miduk17
 and 
@Republicsocmed",,
iwan (fully vaccinated),@iwankecil,2023-09-09T13:53:00.000Z,"Replying to 
@GeiszChalifah",,
Alegoritma,@PenyerangSayap,2023-09-09T13:52:58.000Z,"Replying to 
@PartaiSocmed",,
kang NGOPI,@itsBungUja,2023-09-09T13:52:38.000Z,"Politik salah identitas ini mah...
Mestinya muncul di film yang lain.",,
agus54,@Agus6983408485,2023-09-09T13:52:19.000Z,"Replying to 
@detikcom",,
angkasa prabu,@angkasaprabu89,2023-09-09T13:52:07.000Z,"Replying to 
@BradHarizz
 and 
@ganjarpranowo",1.0,1.0
alfatih@,alfatih@,2023-09-09T13:51:38.000Z,"Replying to 
@Markadina88
 and 
@putrisakera",,
Agus lub indo,@agustinusmvac,2023-09-09T13:51:31.000Z,"Replying to 
@Candra4smara",,
tovan_klz,@tovan_klz,2023-09-09T13:51:20.000Z,"Replying to 
@Aryprasetyo85
 @ganjarpranowo
 and 10 others",,
@$U ..cebonk...@#,@$U ..cebonk...@#,2023-09-09T13:51:06.000Z,"Replying to 
@Miduk17",,
Mr. Text,@genjerisk,2023-09-09T13:50:58.000Z,"Replying to 
@Miduk17",,
herizal Ijal,@herizal_ijal,2023-09-09T13:50:50.000Z,"Replying to 
@Miduk17",,
Taufik Waha,@TaufikWaha1,2023-09-09T13:50:22.000Z,"Replying to 
@BangPino__",,
melati,@melatiputi35,2023-09-09T13:49:52.000Z,"Replying to 
@zevarew
 and 
@datuakrajoangek",,1.0
protop top,@top_protop,2023-09-09T13:49:05.000Z,"Replying to 
@zevarew
 and 
@datuakrajoangek",,1.0
fun01010809,@fun12982,2023-09-09T13:46:24.000Z,"Replying to 
@geloraco",,
Mr.Tampan,@MrTampan93,2023-09-09T13:46:20.000Z,"Replying to 
@PartaiSocmed",,1.0
eemmmbape,@eemmmbape,2023-09-09T13:45:47.000Z,"Replying to 
@Dennysiregar7",,1.0
Van dezup,@vandezup,2023-09-09T13:45:47.000Z,"Replying to 
@PartaiSocmed",,2.0
r,@rudolf122344566,2023-09-09T13:45:18.000Z,"Replying to 
@Wienarko31
 @Umar_Hasibuan__
 and 
@aniesbaswedan",,
mamandai,@onlycare,2023-09-09T13:44:57.000Z,"Replying to 
@DeHoutman_id
 and 
@PartaiSocmed",,
𝕬 𝕮 𝕬 𝕭,@Ilmanrwb,2023-09-09T13:44:45.000Z,"Replying to 
@PartaiSocmed",,1.0
Ayam hepi plis,@whererhere,2023-09-09T13:44:38.000Z,"Replying to 
@QuoteKosong
 and 
@BangPino__",,
r,@rudolf122344566,2023-09-09T13:44:24.000Z,"Replying to 
@riksayuda
 @Umar_Hasibuan__
 and 
@aniesbaswedan",,
Agung,@agbudisan,2023-09-09T13:44:05.000Z,"Replying to 
@tempodotco",,
panjer_utomo,@jeru_utomo166,2023-09-09T13:44:00.000Z,"Replying to 
@HukumDan",,
@lucihappy1,@lucihappy1,2023-09-09T13:43:56.000Z,"Replying to 
@alextham878",,
Pranksiden RI,@Fajar_Mula,2023-09-09T13:43:26.000Z,"Replying to 
@tempodotco",,
Jaka thea,@Jakathea13,2023-09-09T13:43:21.000Z,"Replying to 
@Dennysiregar7",,
JAKA THALIB,@Riez_1,2023-09-09T13:42:43.000Z,"Replying to 
@ch_chotimah2
 @prabowo
 and 2 others",,
Velkina Joyce,@joyfull_velkina,2023-09-09T13:42:12.000Z,"INFO SLOT GACOR PAKARWIN HARI INI (09/09)
Situs dengan permainan lengkap & gacor, dijamin profit tiap bulannya! 
Gabung disini: http://jali.me/pakarwin_gacor

#pakarwin #slotgacor #slotgacorhariini #slotdana #slotpulsa #earthquake Vina Pink RCTI Malam Minggu Manahan Politik Identitas",,1.0
r,@rudolf122344566,2023-09-09T13:42:11.000Z,"Replying to 
@omsidji
 @Umar_Hasibuan__
 and 
@aniesbaswedan",,
abenk II,@bolangwebberII,2023-09-09T13:42:00.000Z,"Replying to 
@darenboys23
 and 
@adearmando61",,
NamakuAndri,@andri220707,2023-09-09T13:41:55.000Z,"Replying to 
@putrisakera",,
Bob,@kangbob33,2023-09-09T13:40:36.000Z,"Menag: Jangan pilih pemimpin yang gunakan agama sebagai alat politik.

Apakah pak Ganjar ini politik identitas?",,
bluemood,@Merimerssssssss,2023-09-09T13:40:34.000Z,"Replying to 
@QuoteKosong
 and 
@BangPino__",,
Dwina Ziva1,@DwinaZiva1,2023-09-09T13:40:20.000Z,"Replying to 
@PartaiSocmed",,1.0
Rohman Widianto (abdu),@rohman_widianto,2023-09-09T13:40:05.000Z,"Replying to 
@kumparan",,
#WongSunda,@808Genja,2023-09-09T13:38:53.000Z,"Replying to 
@detikcom",,
Bukan Bumbu Dapur,@bukan_bumbu,2023-09-09T13:38:18.000Z,"Replying to 
@detikcom",,
Maluku Toleransi Beragama,@Malukutoleransi,2023-09-09T13:37:39.000Z,"Proses demokrasi di Pemilu 2024, agama harus terbebas dari politisasi !
@ppim_uinjakarta
 #tolakradikalisme #Morocco #politikidentitas",,
Arief Susilo,@itsmereevs,2023-09-09T13:37:37.000Z,"Replying to 
@tempodotco",,
Ade,@Adepdng,2023-09-09T13:33:47.000Z,"Replying to 
@Miduk17",,
SiraitBatakDusun,@bachrum_achmadi,2023-09-09T13:33:21.000Z,"Klo lawan politik identitas, klo kawan seruan kebaikan.

Cakeeep! ",1.0,15.0
kakakakakkakakakak,@Kakaqwertyu,2023-09-09T13:33:21.000Z,"Replying to 
@vanc1Bozz
 and 
@ganjarpranowo",,
Jaka thea,@Jakathea13,2023-09-09T13:31:25.000Z,"Replying to 
@Miduk17",,
r,@rudolf122344566,2023-09-09T13:31:13.000Z,"Replying to 
@CNNIndonesia",,
savic ali,@savicali,2023-09-09T13:31:09.000Z,"Upaya meraih ato mempertahankan kekuasaan dg mengekspolitir identitas (agama ato suku) ato upaya menghalangi org lain meraih kekuasaan dg menggunakan sentimen agama ato suku. Itulah politik identitas. Jika diimbuhi fanatisme dan kebencian, ia bs sgt berbahaya. Karena akan memakan… Show more",7.0,44.0
Kadrun Reborn,@KadrunMustDie,2023-09-09T13:31:02.000Z,"Replying to 
@HukumDan",,
Calixto,@calixtoys_,2023-09-09T13:29:51.000Z,"Replying to 
@PartaiSocmed",,
Ar Hafizh,@ArHafizh1,2023-09-09T13:29:46.000Z,"Replying to 
@VIVAcoid",,
Indonesia Damai,@Debus_Banten,2023-09-09T13:28:51.000Z,"Replying to 
@Opposite6888",,
ADRIANA ADIE,@adrianaadie_,2023-09-09T13:28:46.000Z,"Replying to 
@PartaiSocmed",,1.0
#JihatKonstitusi,@irza_liberti,2023-09-09T13:28:26.000Z,"Replying to 
@CNNIndonesia",,1.0
Ganjar Banget,@ganjarbanget,2023-09-09T13:28:02.000Z,"Replying to 
@ganjarbanget",,
IIIIIIIIIIIII2024,@Ijaunsi,2023-09-09T13:27:51.000Z,"Replying to 
@zein14_vz
 and 
@dapitnih",,
Hardiansyah,@loyalisgaruda,2023-09-09T13:27:45.000Z,"Replying to 
@nuhe_gaming
 and 
@KompasTV",,
Spark Golput,@Spark_Marconi,2023-09-09T13:27:37.000Z,Akhirnya ada yg menggantikan posisi sbg bapak politik identitas dpt yg cebong tuduhkan selama ini..,,
ApaikGaming YTChannel,@Gudniws,2023-09-09T13:27:29.000Z,Iji yang memainkan isu politik identitas untuk lawan politik. Tapi dengan sendirinya Allah SWT pertontonkan kebodohan mereka,,
Sulaena,@sulaenisaja667,2023-09-09T13:27:27.000Z,"Replying to 
@Miduk17",,
cryptoin,@belajar_crypto1,2023-09-09T13:27:08.000Z,"Replying to 
@PartaiSocmed",,2.0
arif,@arifpati,2023-09-09T13:27:08.000Z,"Sepakat, politik identitas hanya berlaku untuk Anis Baswedan, yg lain mah bebas.",,
Don Kesot,@don_kesot,2023-09-09T13:26:49.000Z,"Salah, itu bukan mau nunjukkin politik identitas, pesan yang mau disampein adalah sesungguhnya mas 
@ganjarpranowo
 itu seorang makmum, yang harus ngikutin imam",,
Maluku Toleransi Beragama,@Malukutoleransi,2023-09-09T13:26:49.000Z,"Menolak dengan Tegas politisasi Agama serta sarana ibadah, seperti masjid dipakai untuk sarana kampanye politik.
@KemenagJabar
 #politikidentitas #tolakradikalisme #Morocco",,
Heavenfull,@Heavenfulled,2023-09-09T13:26:34.000Z,"Replying to 
@vanc1Bozz
 and 
@ganjarpranowo",,
Tegak lurus rakyat,@AyatMamas,2023-09-09T13:25:28.000Z,"Replying to 
@tempodotco",,2.0
Tsakurnikov,@muhammadsyakur2,2023-09-09T13:24:56.000Z,"Replying to 
@VIVAcoid",,2.0
Muhammad Rizal Ali,@rizalmali,2023-09-09T13:24:31.000Z,"Klo udah ada yg bawa ras, suku, agama dan politik identitas lainnya artinya tahun politik dimulai gaess",1.0,
Fauzan,@Fauzan8815,2023-09-09T13:24:21.000Z,"Replying to 
@Miduk17",1.0,1.0
W. Eguh Pratignya,@weguhp8,2023-09-09T13:23:37.000Z,"Replying to 
@CNNIndonesia",,4.0
US,@domba_imyut,2023-09-09T13:23:14.000Z,"Narasi politik identitas selalu digaungkan oleh PDIP untuk menyerang PKS dan Anies, dan akhirnya PDIP juga terjebak dengan politik identitas.

https://news.detik.com/pemilu/d-6922431/ganjar-muncul-di-tayangan-azan-tv-pks-sindir-soal-politik-identitas….",,
Fauzan,@Fauzan8815,2023-09-09T13:22:28.000Z,"Replying to 
@Dennysiregar7",,
₩₩₩.T@.COM,₩₩₩.T@.COM,2023-09-09T13:21:37.000Z,"Replying to 
@HukumDan
 and 
@ganjarpranowo",,
Sonny Prakosa,@sonnyprakosa7,2023-09-09T13:21:16.000Z,"Replying to 
@eko_subagyops
 @ch_chotimah2
 and 5 others",,
@Emin tea,@Emin tea,2023-09-09T13:20:52.000Z,"Replying to 
@ruhutsitompul",,
,@reallymozza,2023-09-09T13:20:51.000Z,"Replying to 
@tempodotco",,
Fauzan,@Fauzan8815,2023-09-09T13:20:42.000Z,"Replying to 
@Miduk17",,
SEFF EDOR,@saferiusedor,2023-09-09T13:20:32.000Z,"Replying to 
@AndiSinulingga",,
Ahmad.,@4hmadM,2023-09-09T13:20:20.000Z,"Replying to 
@detikcom",,
ArisOgi,@AArifaratu84489,2023-09-09T13:19:21.000Z,"Replying to 
@alextham878",1.0,1.0
Benjamin-Immanuel Hoff,@BenjaminHoff,2023-07-03T10:17:04.000Z,Heute unterzeichnen die RotGrünRoten Koalitionspartner:innen in Bremen den Koalitionsvertrag. Weitere vier Jahre progressive Politik. Herzlichen Glückwunsch und nächstes Jahr wollen wir in Thüringen mit eigener r2g-Mehrheit fünf Jahre dranhängen. #letsdoitagain,,
Choky Mohamad,@choky_mohamad,2023-07-03T10:17:01.000Z,"Replying to 
@ruhutsitompul",,
DDTCNews,@DDTCNews,2023-07-03T10:17:01.000Z,"[1/5] Politik selalu menarik sebagai bahan diskusi publik, terutama jika diletakkan dalam konteks negara demokrasi seperti Indonesia. 

#PajakdanPolitik #Pajak #Politik #PakpolDDTCNews #Pemilu #Capres #Cawapres #PartaiPolitik",,
BEBASkan DS Najib dr. Hukuman2 POLITIK jahat PH!,@MelayuKeris32,2023-07-03T10:16:58.000Z,"Replying to 
@umnoonline",,
Patrick D. Hyslop,@PDHyslop,2023-07-03T10:16:15.000Z,"Replying to 
@AlexSchaumburg",,
Calling,@Calling04622343,2023-07-03T10:16:11.000Z,"Replying to 
@Karl_Lauterbach",,
Hans Merlin Martin,@HansMerlin23,2023-07-03T10:16:08.000Z,"Replying to 
@WahnSager
 @OEN5195
 and 
@Georg_Pazderski",,
Lojz,@Lojz57,2023-07-03T10:16:07.000Z,"Replying to 
@SamoGlavan",,
Espe,@_Espenlaub,2023-07-03T10:15:56.000Z,"Die Ampel weigert sich, den Konflikt zwischen weiblichen Sicherheitsbedürfnissen und SelfID zu bearbeiten und lagert ihn über das Hausrecht aus. Das Ausspielen findet also durch die Politik statt. Anstatt das zu benennen, nutzen Sie das, um Kritik zu unterbinden. Perfide.",,
Soboalas,@soboalasku,2023-07-03T10:15:51.000Z,"Daripada BUBAR Koalisi Perubahan - sudah Cawapres-nya AHY saja..... ntar Anies jadi Gelandangan Politik kayak Sengkuni - gimana haaayyyooo ....????
https://youtu.be/YS5MG8Onwx0 lewat 
@YouTube",,
David Kuku,@DavidKuku11,2023-07-03T10:15:50.000Z,"Replying to 
@derspiegel",,
Goodwork,@Goodwork_w349,2023-07-03T10:15:37.000Z,"Replying to 
@M_T_Franz",,
Tohirun Sariono,@TohirunS,2023-07-03T10:15:33.000Z,"Dalam wawancara eksklusif di Mata Najwa, Prabowo mengakui bahwa ia baru belajar ""politik"" dari Jokowi. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
BEBASkan DS Najib dr. Hukuman2 POLITIK jahat PH!,@MelayuKeris32,2023-07-03T10:15:21.000Z,"Replying to 
@SokanMalaya07",,
Ruben Beltran,@RubenBeltr70369,2023-07-03T10:15:16.000Z,"Dalam wawancara eksklusif di Mata Najwa, Prabowo mengakui bahwa ia baru belajar ""politik"" dari Jokowi. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
GiHei_Preuss,@GiHei_Preuss,2023-07-03T10:15:16.000Z,"Replying to 
@Georg_Pazderski
 and 
@oliver93877389",,
Legendary Popowitch,@NikitaPopowitch,2023-07-03T10:15:11.000Z,"Replying to 
@gunterlierschof",,
Africa.Table,@Africa_Table,2023-07-03T10:15:00.000Z,"Die Zukunft MIT #Afrika gestalten! Das gilt nicht nur für die Lösung globaler Krisen, sondern auch für die Gestaltung von #Politik & #Wirtschaft. Mit der digitalen Konferenz #Afrikastrategie 2023 schafft 
@Africa_Table
 am 4. Juli Orientierung. 
@afrikaverein
 #afcfta #AfricaNews",,
ekk,@endo_kk,2023-07-03T10:14:49.000Z,"Kasihan si doi ""Bapak Politik Ident"" ! 
Relawan Ganjar Skakmat: JIS Cuma Rekam Jejak Kegagalan Anies, Hasilnya Neraka dan Bencana!",,
Ruben Beltran,@RubenBeltr70369,2023-07-03T10:13:49.000Z,"Politik tak bisa semata-mata dikerangkeng ke dalam logika kalah-menang, untung-rugi, balas dendam. ( https://tinyurl.com/yc85jwmx ) #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
ZERO2HERO,@ZERO2HERO828232,2023-07-03T10:13:48.000Z,"Replying to 
@ThorstenKnott
 and 
@FAZ_Politik",,
Wamakaru Wamakarallah Wallahu Khairul Makirin,@AlMaidah_54,2023-07-03T10:13:41.000Z,"Replying to 
@tvOneNews",,
Marcel (master of none),@KingoftheTiki,2023-07-03T10:13:38.000Z,"Replying to 
@markusdd5",,
Izayah Arellano,@ArellanoIz1746,2023-07-03T10:13:34.000Z,"Dalam wawancara eksklusif di Mata Najwa, Prabowo mengakui bahwa ia baru belajar ""politik"" dari Jokowi. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
Eddy Nehls,@eddynehls,2023-07-03T10:13:34.000Z,"Replying to 
@danielleviathan
 and 
@markattis",,
David Kuku,@DavidKuku11,2023-07-03T10:13:32.000Z,"Replying to 
@Bundeskanzler
 @TinaHassel
 and 
@ARD_BaB",,
Mario Kopf,@MarioKopf,2023-07-03T10:13:28.000Z,"Replying to 
@ReinholdReini
 and 
@hannestschuertz",,
Tohirun Sariono,@TohirunS,2023-07-03T10:13:27.000Z,"Politik tak bisa semata-mata dikerangkeng ke dalam logika kalah-menang, untung-rugi, balas dendam. ( https://tinyurl.com/yc85jwmx ) #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
O.K.,@olaf38761,2023-07-03T10:13:16.000Z,"Replying to 
@zeitonline",,
Steve Simpson,@SteveSimps40942,2023-07-03T10:12:47.000Z,"Tapi kali ini, insya Allah, karena saya sudah belajar politik. Saya belajar dari Pak Jokowi yang mengalahkan saya,"" ujar Prabowo. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
Kakak 2,@Kakak211,2023-07-03T10:12:45.000Z,"Replying to 
@derpinhoz
 and 
@katz_nadaHQ",,
Izayah Arellano,@ArellanoIz1746,2023-07-03T10:12:44.000Z,"Politik tak bisa semata-mata dikerangkeng ke dalam logika kalah-menang, untung-rugi, balas dendam. ( https://tinyurl.com/yc85jwmx ) #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
GegenRechts,@GegenRechts4,2023-07-03T10:12:44.000Z,"Replying to 
@ben_brechtken",,
politik.am,@politik_am,2023-07-03T10:12:36.000Z,Հունիսին Երևանի քաղաքապետարանի բյուջեն գերակատարվել է 102.5%-ով,,
Renate Jancuch,@Reni_Klima,2023-07-03T10:12:32.000Z,"Replying to 
@bergjet
 and 
@sybille_zeisel",,
Josef von Blauweide,@von_blauweide,2023-07-03T10:12:22.000Z,Man kann Bedauerlicherweise davon Ausgehen das Frau Faeser auf beide Augen zum Thema  Frankreich Blind ist. Und ihre Migrations Politik ohne not fortsetzt mag da kommen was da will.,3.0,4.0
Migrationsvordergrund_61,@sfi61,2023-07-03T10:12:20.000Z,"Die Rentenkassen sind für Kriege, Aufrüstung, Pharma-Mafia und Waffen aus den USA für die Ukraine-Faschisten geplündert worden. 

Aber die Mehrheit ist halt dumm wie Stroh, schaut ARD & ZDF und glaubt diesen korrupten Gestalten und Marionetten in Politik & Presse.",,
Hasan kidal,@HasanHa54253670,2023-07-03T10:12:15.000Z,"Replying to 
@democrazymedia",,
kriuuuk id,@Kriuuukid,2023-07-03T10:12:14.000Z,"Replying to 
@Kriuuukid",,
Panjol,@panjolssaja,2023-07-03T10:12:08.000Z,"Replying to 
@Bisniscom",,
kacang putih,@ka_zack,2023-07-03T10:12:06.000Z,Ohhh politik menakut-nakutkan orang pasal P.Pinang oleh Lim Kit Siang boleh pulak....k,,
Akhbarona,@thefnma132,2023-07-03T10:11:48.000Z,"Replying to 
@mkini_bm",,
SI RAJA TUO,@marshall_marbun,2023-07-03T10:11:43.000Z,"Replying to 
@Arya_Wedakarna
 and 
@agama_nusantara",,
Noardtambunan,@noardtambunan,2023-07-03T10:11:40.000Z,"Replying to 
@pengarang_sajak",,
Michael-James10,@10_MichaelJames,2023-07-03T10:11:31.000Z,"Replying to 
@Ralf_Stegner",,
Mohd Shariff Ahmad,@MohdShariffAhm1,2023-07-03T10:11:21.000Z,"Replying to 
@YbSadik",,
polsek _klatenutara,@klatenutara_,2023-07-03T10:11:18.000Z,"Pencerdasan literasi politik melalui media sosial saat ini menjadi cara jitu dalam menilai dan memahami kandidat peserta kampanye. Pencerdasan literasi politik ini juga menghasilkan pemilih pemula yang paham akan perannya. Yakni, untuk mengawal tahapan pemilu,",,
Ani Mutzel,@AniMutzel,2023-07-03T10:10:59.000Z,"Replying to 
@olivergorus",,
Big Chungus,@homo_sudetus,2023-07-03T10:10:52.000Z,"Replying to 
@PiknaL
 and 
@radim_politik",,
Tohirun Sariono,@TohirunS,2023-07-03T10:10:45.000Z,"Ketika orang memandang politik sebagai kesempatan untuk meraih jabatan dan kuasa, Prabowo melihat politik sebagai tempat pengabdian. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
MAS BROO,@AGUSSUKARMAN6,2023-07-03T10:10:26.000Z,"Replying to 
@hurryKoRn",,
Forsten Trings,@Tobii_As_,2023-07-03T10:10:23.000Z,"Replying to 
@JuedischeOnline",,
Astrognom,@sweeper76,2023-07-03T10:10:21.000Z,"Replying to 
@BR24",,1.0
BRIAN!,@zvlz,2023-07-03T10:10:21.000Z,"genuine question: kenapa banyak yg lebih 'permisif' dengan keluarga jokowi dibanding dengan keluarga sby ataupun keluarga cendana?

kayaknya dulu banya banget yg menentang dinasti politik, apa saya salah?",,
Christian Berndt,@Rotfuchselch,2023-07-03T10:10:19.000Z,"Replying to 
@El_Haginho
 and 
@bs100680",,
Kurt,@Kurt78192988,2023-07-03T10:10:19.000Z,"Replying to 
@HenrijsDE",,1.0
Ruben Beltran,@RubenBeltr70369,2023-07-03T10:10:19.000Z,"Ketika orang memandang politik sebagai kesempatan untuk meraih jabatan dan kuasa, Prabowo melihat politik sebagai tempat pengabdian. #PengorbananPrabowo #PrabowoSubianto #KitaGerindra",,
Henry Will,@HenryWi29265433,2023-07-03T10:10:13.000Z,"Replying to 
@Ricarda_Lang
 and 
@C_Emcke",,
Jakob Skouboe,@JakobSkouboe,2023-07-03T10:10:04.000Z,"Kære #dkmedier 
Nogle forslag til gode podcast om udenrigsstof (Ukraine ikke mindst, politik mm som IKKE holder sommerferie i juli?",,
Radek Salomon ⬢ ⬡,@radeksalomon,2023-07-03T10:09:49.000Z,"Replying to 
@radeksalomon",,
